ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
301,FR-M94B-46,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 46",,,617.0281,TRUE,Black,500,375,1191.1739,46,42-46 CM,3,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",40725,39444,
309,FR-M94S-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Silver, 38",,,747.2002,TRUE,Silver,500,375,1364.5,38,38-40 CM,3,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41456,,Current
308,FR-M94S-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Silver, 38",,,660.9142,TRUE,Silver,500,375,1240.4545,38,38-40 CM,3,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41091,39809,
307,FR-M94S-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Silver, 38",,,623.8403,TRUE,Silver,500,375,1204.3248,38,38-40 CM,3,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",40725,39444,
302,FR-M94B-46,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 46",,,653.6971,TRUE,Black,500,375,1226.9091,46,42-46 CM,3,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41091,39809,
303,FR-M94B-46,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 46",,,739.041,TRUE,Black,500,375,1349.6,46,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41456,,Current
304,FR-M94B-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 38",,,617.0281,TRUE,Black,500,375,1191.1739,38,38-40 CM,3,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",40725,39444,
306,FR-M94B-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 38",,,739.041,TRUE,Black,500,375,1349.6,38,38-40 CM,3,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41456,,Current
305,FR-M94B-38,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 38",,,653.6971,TRUE,Black,500,375,1226.9091,38,38-40 CM,3,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",41091,39809,
300,FR-M94B-48,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 48",,,699.0928,TRUE,Black,500,375,1349.6,48,48-52 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",40725,39444,
299,FR-M94B-44,12,Mountain Frames,2,Components, ,LB ,CM ,"HL Mountain Frame - Black, 44",,,699.0928,TRUE,Black,500,375,1349.6,44,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,"Chaque cadre est fabriqué artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamètre et l'épaisseur adaptés à un vélo tout-terrain de premier choix. Le cadre en aluminium soudé à chaud présente un tube d'un plus grand diamètre, afin d'absorber les bosses.",??????????? Bothell ??????????????????????????????????????????????????????????,??? ?? ????? ?? ???? ?? ??? ??????? ?????? ?? ?????? ?????? Bothel ???? ??? ????? ???? ????? ??? ???? ?????? ???????? ????? ????? ????? ??????? ?? ?????? ?? ?????? ??????. ?????? ???? ?????????? ??????? ????????? ??????? ??????? ??? ??? ???? ???? ???????.,"?? ????? ?????? ????? ????? ???? ?- Bothell, ????? ????? ????? ????? ??????????? ??????? ?????? ????? ????? ?????? ?????. ?????? ?????????? ??????? ??????? ????, ?? ????? ????? ???? ???? ????? ?? ??????.",???????????????????????????????????????? Bothell ???????????????????????????????????????????????????????????????????  ?????????????????????????????? ?????????????????????????????????????,"""Jeder Rahmen wird in unserem Werk in Braunsfeld von Hand gefertigt und auf den optimalen Durchmesser und die optimale Dicke gebracht, die von einem erstklassigen Rahmen für Mountainbikes erwartet werden. Der hitzebehandelte und geschweißte Aluminiumrahmen hat ein Rohr mit größerem Durchmesser, das stoßdämpfend wirkt.""",???????Bothell ???????????? ????????????????????????????????????????????????????????????????????????,"""Her bir kadro Bothell tesisimizde, birinci s?n?f da? bisikleti kadrosu için gereken optimum çapta ve kal?nl?kta elde haz?rland?. Tavlanan ve kaynaklanan alüminyum kadronun geni? çapl? borusu çarpma ?iddetini emer.""",40725,39444,
490,SJ-0194-L,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, L","Jersey clásico de manga corta, G","Maillot manches courtes classique, taille L",41.5723,TRUE,Yellow,4,3,53.99,L,L,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""",?????????????????????????? 3 ?????????????????????????,"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""",41456,,Current
489,SJ-0194-M,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, M","Jersey clásico de manga corta, M","Maillot manches courtes classique, taille M",41.5723,TRUE,Yellow,4,3,53.99,M,M,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""",?????????????????????????? 3 ?????????????????????????,"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""",41456,,Current
488,SJ-0194-S,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, S","Jersey clásico de manga corta, P","Maillot manches courtes classique, taille S",41.5723,TRUE,Yellow,4,3,53.99,S,S,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""",?????????????????????????? 3 ?????????????????????????,"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""",41456,,Current
491,SJ-0194-X,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, XL","Jersey clásico de manga corta, SG","Maillot manches courtes classique, taille XL",41.5723,TRUE,Yellow,4,3,53.99,XL,XL,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.","Maillot manches courtes classique et anti-transpiration avec contrôle de l'humidité, fermeture avant à glissière et 3 poches arrière.",??????????????????????????????????,???? ???? ???? ??????? ??????? ???? ????? ?????? ????? ?? ???? ???? ?? ???????? ???? ????? ????? ?????? ?????? ???? ?????.,"???? ?????,????, ????? ???, ?? ???? ???? ?????, ????? ???? ?????? ???? ??.",?????????????????????? ??????????????? ?????????????? ??????? ???????????????? 3 ??,"""Klassisches, atmungsaktives Trikot mit hochwertiger Feuchtigkeitsableitung, Reißverschluss und drei Rückentaschen.""",?????????????????????????? 3 ?????????????????????????,"""Üstün nem kontrollü, önden fermuarl? ve üç arka cepli k?sa kollu hava alan mayo.""",41456,,Current
461,SB-M891-L,18,Bib-Shorts,3,Clothing, ,,,"Men's Bib-Shorts, L",,,37.1209,TRUE,Multi,4,3,89.99,L,L,,0,S ,53.994,,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.","Conçu pour l'équipe professionnelle AWC, à bretelles, contrôle de l'humidité, peau de chamois et bande anti-remontée.",?? AWC ??????????????????????????,????? ????? AWC ?? ????? ?????? ????? ?? ???????? ???? ?????? ??????? ???????.,"????? ???? ?????? ?? AWC ?? ?????? ?????, ???? ????, ????? ???? ?? ?????? ???????.",???????????????????????? AWC ??????????? ????????????????? ????????? ???????????,"""Konzipiert für das AWC-Team mit Gummizug, atmungsaktiv, Lederpolsterung, Beinabschluss ohne Verrutschen.""",AWC ???????????????????????????????? ??????? ?????????????,"""Yerinden oynamayan ask?lar?, nem kontrolü, pedi ve bacak tutucular?yla AWC tak?m? için tasarland?.""",41091,39809,
