ProductKey,ProductAlternateKey,ProductSubcategoryKey,ProductSubcategoryName,ProductCategoryKey,ProductCategoryName,Unit price,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
586,BK-T18U-50,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 50",461.4448,TRUE,Blue,100,75,742.35,50,48-52 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
572,BK-T18Y-62,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 62",461.4448,TRUE,Yellow,100,75,742.35,62,60-62 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
571,BK-T18Y-58,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 58",461.4448,TRUE,Yellow,100,75,742.35,58,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
585,BK-T18U-44,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 44",461.4448,TRUE,Blue,100,75,742.35,44,42-46 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
569,BK-T18Y-50,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 50",461.4448,TRUE,Yellow,100,75,742.35,50,48-52 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
568,BK-T18Y-44,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 44",461.4448,TRUE,Yellow,100,75,742.35,44,42-46 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
567,BK-T18U-62,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 62",461.4448,TRUE,Blue,100,75,742.35,62,60-62 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
566,BK-T18U-58,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 58",461.4448,TRUE,Blue,100,75,742.35,58,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
565,BK-T18U-54,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Blue, 54",461.4448,TRUE,Blue,100,75,742.35,54,54-58 CM,30,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
570,BK-T18Y-54,3,Touring Bikes,1,Bikes,742.35,LB ,CM ,"Touring-3000 Yellow, 54",461.4448,TRUE,Yellow,100,75,742.35,54,54-58 CM,29,4,T ,445.41,L ,U ,Touring-3000,"All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",41456,,Current
583,BK-R79Y-48,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 48",1082.51,TRUE,Yellow,100,75,1700.99,48,48-52 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",41456,,Current
581,BK-R79Y-42,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 42",1082.51,TRUE,Yellow,100,75,1700.99,42,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",41456,,Current
580,BK-R79Y-40,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 40",1082.51,TRUE,Yellow,100,75,1700.99,40,38-40 CM,15,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",41456,,Current
582,BK-R79Y-44,2,Road Bikes,1,Bikes,1700.99,LB ,CM ,"Road-350-W Yellow, 44",1082.51,TRUE,Yellow,100,75,1700.99,44,42-46 CM,16,4,R ,1020.594,M ,W ,Road-350-W,"Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",41456,,Current
221,HL-U509-B,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Blue",13.8782,TRUE,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41091,39809,
222,HL-U509-B,31,Helmets,4,Accessories,34.99,,,"Sport-100 Helmet, Blue",13.0863,TRUE,Blue,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41456,,Current
216,HL-U509,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Black",13.8782,TRUE,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41091,39809,
215,HL-U509,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Black",12.0278,TRUE,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",40725,39444,
214,HL-U509-R,31,Helmets,4,Accessories,34.99,,,"Sport-100 Helmet, Red",13.0863,TRUE,Red,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41456,,Current
213,HL-U509-R,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Red",13.8782,TRUE,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41091,39809,
212,HL-U509-R,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Red",12.0278,TRUE,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",40725,39444,
220,HL-U509-B,31,Helmets,4,Accessories,,,,"Sport-100 Helmet, Blue",12.0278,TRUE,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",40725,39444,
217,HL-U509,31,Helmets,4,Accessories,34.99,,,"Sport-100 Helmet, Black",13.0863,TRUE,Black,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",41456,,Current
480,PK-7098,37,Tires and Tubes,4,Accessories,2.29,,,Patch Kit/8 Patches,0.8565,TRUE,NA,4,3,2.29,,NA,,0,S ,1.374,,,Patch kit,"Includes 8 different size patches, glue and sandpaper.",41456,,Current
364,BK-M47B-38,1,Mountain Bikes,1,Bikes,,LB ,CM ,"Mountain-300 Black, 38",598.4354,TRUE,Black,100,75,1079.99,38,38-40 CM,25,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,41091,39809,
365,BK-M47B-40,1,Mountain Bikes,1,Bikes,,LB ,CM ,"Mountain-300 Black, 40",598.4354,TRUE,Black,100,75,1079.99,40,38-40 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,41091,39809,
366,BK-M47B-44,1,Mountain Bikes,1,Bikes,,LB ,CM ,"Mountain-300 Black, 44",598.4354,TRUE,Black,100,75,1079.99,44,42-46 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,41091,39809,
367,BK-M47B-48,1,Mountain Bikes,1,Bikes,,LB ,CM ,"Mountain-300 Black, 48",598.4354,TRUE,Black,100,75,1079.99,48,48-52 CM,26,4,M ,647.994,M ,U ,Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,41091,39809,
536,TI-M602,37,Tires and Tubes,4,Accessories,29.99,,,ML Mountain Tire,11.2163,TRUE,NA,500,375,29.99,,NA,,0,M ,17.994,M ,,ML Mountain Tire,"Great traction, high-density rubber.",41456,,Current
298,FR-M94B-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 42",739.041,TRUE,Black,500,375,1349.6,42,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
297,FR-M94B-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 42",653.6971,TRUE,Black,500,375,1226.9091,42,42-46 CM,3,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
296,FR-M94B-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 42",617.0281,TRUE,Black,500,375,1191.1739,42,42-46 CM,3,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
295,FR-M94S-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 46",747.2002,TRUE,Silver,500,375,1364.5,46,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
294,FR-M94S-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 46",660.9142,TRUE,Silver,500,375,1240.4545,46,42-46 CM,3,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
293,FR-M94S-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 46",623.8403,TRUE,Silver,500,375,1204.3248,46,42-46 CM,3,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
292,FR-M94S-52,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 48",706.811,TRUE,Silver,500,375,1364.5,48,48-52 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
291,FR-M94S-44,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 44",706.811,TRUE,Silver,500,375,1364.5,44,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
290,FR-M94S-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 42",747.2002,TRUE,Silver,500,375,1364.5,42,42-46 CM,3,1,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
289,FR-M94S-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 42",660.9142,TRUE,Silver,500,375,1240.4545,42,42-46 CM,3,1,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
288,FR-M94S-42,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 42",623.8403,TRUE,Silver,500,375,1204.3248,42,42-46 CM,3,1,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
301,FR-M94B-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 46",617.0281,TRUE,Black,500,375,1191.1739,46,42-46 CM,3,1,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
309,FR-M94S-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 38",747.2002,TRUE,Silver,500,375,1364.5,38,38-40 CM,3,2,M ,818.7,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
308,FR-M94S-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 38",660.9142,TRUE,Silver,500,375,1240.4545,38,38-40 CM,3,2,M ,744.2727,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
307,FR-M94S-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Silver, 38",623.8403,TRUE,Silver,500,375,1204.3248,38,38-40 CM,3,2,M ,722.5949,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
302,FR-M94B-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 46",653.6971,TRUE,Black,500,375,1226.9091,46,42-46 CM,3,1,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
303,FR-M94B-46,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 46",739.041,TRUE,Black,500,375,1349.6,46,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
304,FR-M94B-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 38",617.0281,TRUE,Black,500,375,1191.1739,38,38-40 CM,3,2,M ,714.7043,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
306,FR-M94B-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 38",739.041,TRUE,Black,500,375,1349.6,38,38-40 CM,3,2,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41456,,Current
305,FR-M94B-38,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 38",653.6971,TRUE,Black,500,375,1226.9091,38,38-40 CM,3,2,M ,736.1455,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,41091,39809,
300,FR-M94B-48,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 48",699.0928,TRUE,Black,500,375,1349.6,48,48-52 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
299,FR-M94B-44,12,Mountain Frames,2,Components,,LB ,CM ,"HL Mountain Frame - Black, 44",699.0928,TRUE,Black,500,375,1349.6,44,42-46 CM,3,1,M ,809.76,H ,U ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,40725,39444,
490,SJ-0194-L,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, L",41.5723,TRUE,Yellow,4,3,53.99,L,L,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41456,,Current
489,SJ-0194-M,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, M",41.5723,TRUE,Yellow,4,3,53.99,M,M,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41456,,Current
488,SJ-0194-S,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, S",41.5723,TRUE,Yellow,4,3,53.99,S,S,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41456,,Current
491,SJ-0194-X,21,Jerseys,3,Clothing,53.99,,,"Short-Sleeve Classic Jersey, XL",41.5723,TRUE,Yellow,4,3,53.99,XL,XL,,0,S ,32.394,,U ,Short-Sleeve Classic Jersey,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",41456,,Current
461,SB-M891-L,18,Bib-Shorts,3,Clothing,,,,"Men's Bib-Shorts, L",37.1209,TRUE,Multi,4,3,89.99,L,L,,0,S ,53.994,,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",41091,39809,
460,SB-M891-M,18,Bib-Shorts,3,Clothing,,,,"Men's Bib-Shorts, M",37.1209,TRUE,Multi,4,3,89.99,M,M,,0,S ,53.994,,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",41091,39809,
459,SB-M891-S,18,Bib-Shorts,3,Clothing,,,,"Men's Bib-Shorts, S",37.1209,TRUE,Multi,4,3,89.99,S,S,,0,S ,53.994,,M ,Men's Bib-Shorts,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",41091,39809,
333,BK-R50B-58,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Black, 58",486.7066,TRUE,Black,100,75,782.99,58,54-58 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
332,BK-R50B-58,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Black, 58",413.1463,TRUE,Black,100,75,699.0982,58,54-58 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
331,BK-R50R-52,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 52",486.7066,TRUE,Red,100,75,782.99,52,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
330,BK-R50R-52,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 52",413.1463,TRUE,Red,100,75,699.0982,52,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
329,BK-R50R-48,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 48",486.7066,TRUE,Red,100,75,782.99,48,48-52 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
328,BK-R50R-48,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 48",413.1463,TRUE,Red,100,75,699.0982,48,48-52 CM,19,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
327,BK-R50R-44,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 44",486.7066,TRUE,Red,100,75,782.99,44,42-46 CM,19,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
325,BK-R50R-62,2,Road Bikes,1,Bikes,782.99,LB ,CM ,"Road-650 Red, 62",486.7066,TRUE,Red,100,75,782.99,62,60-62 CM,20,4,R ,469.794,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",41091,39809,
324,BK-R50R-62,2,Road Bikes,1,Bikes,699.0982,LB ,CM ,"Road-650 Red, 62",413.1463,TRUE,Red,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",40725,39444,
